Gene	SRR18584972	SRR18584974	SRR18584975	SRR18584976	SRR18584977	SRR18584978	SRR18584979	SRR18584980	SRR18584981	SRR18584982	SRR18584983	SRR18585056	SRR18585057	SRR18585058	SRR18585059	SRR18585061	SRR18585062	SRR18585063	SRR18585064	SRR18585065	SRR18585076	SRR18585077	SRR18585078	SRR18585079	SRR18585105	SRR18585106	SRR18585107	SRR18585109	SRR18585110	SRR18585111	SRR18585112	SRR18585113	SRR18585114	SRR18585115	SRR18585128	SRR18585129	SRR18585131	SRR18585132	SRR18585133	SRR18585134	SRR18585135	SRR18585136	SRR18585137	SRR18585138	SRR18585139	SRR18585140	SRR18585142	SRR18585143	SRR18585144	SRR18585177	SRR18585178	SRR18585179	SRR18585180	SRR18585181	SRR18585182	SRR18585183	SRR18585184	SRR18585212	SRR18585213	SRR18585214	SRR18585215	SRR18585216	SRR18585218	SRR18585219	SRR18585220	SRR18585221	SRR18585222	SRR18585223	SRR18585254	SRR18585256	SRR18585257	SRR18585258	SRR18585259	SRR18585260	SRR18585261	SRR18585272	SRR18585273	
UniRef90_A0A174SBM3	0	0	0	0.456834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.2001	0	0	0.349996	0	0	1.48534	1.53579	0	10.5375	2.31962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.2181	34.6596	10.3282	6.59613	46.547	49.3234	64.4225	0	0
UniRef90_A0A174SBQ4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.9423	0	0	0	0	0	1.77883	1.5648	0	6.33519	2.92821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.2936	19.6346	8.84315	3.36959	34.1604	31.4085	46.8385	0	0
UniRef90_A0A174SC16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5283	0	0	0	0	0	0.541954	0	0	15.598	6.18493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.2976	30.3044	7.39399	2.93749	40.2777	29.2925	41.0808	0	0
UniRef90_A0A174SCL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.92125	0	0	0	0	0	1.38489	1.23227	0	1.61338	1.22391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8963	14.3593	5.38081	2.26321	16.4804	18.8216	30.3767	0	0
UniRef90_A0A174SCW5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.3066	0	0	0	0	0	1.04417	0.6598	0	2.9695	3.38981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.3332	24.4889	7.32641	3.11092	25.1482	25.8079	37.4067	0	0
UniRef90_A0A174SD38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59237	0	0	0	0.844173	0.373852	1.01628	0	0
UniRef90_A0A174SD57	0	0	0	0.480388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.8383	0	0	0	0	0	11.1479	2.20512	0	17.9079	2.55957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.516	51.8543	37.5073	5.76491	86.3268	79.0266	113.457	0	0
UniRef90_A0A174SD72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6606	0	0	0	0	0	0.24184	2.02729	0	2.19433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.1139	22.8381	7.6772	7.48056	32.3305	27.8415	46.2018	0	0
UniRef90_A0A174SD81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2791	0	0	0	0	0	0.365709	0	0	6.68962	2.55957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.5099	22.3312	7.36226	3.57223	42.1046	32.51	54.8216	0	0
UniRef90_A0A174SDB9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3177	0	0	0.512915	0	0	0	0.970632	0	5.93824	1.43382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.5059	18.5449	4.98619	1.91742	30.5336	20.5495	39.8909	0	0
UniRef90_A0A174SDL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.894846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.38822	1.34553	0	0	3.32361	4.1883	7.23052	0	0
UniRef90_A0A174SDW9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48749	0	0	0	0	0	0	1.44515	0	0	1.77869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.96657	1.6788	0.361415	0.54245	6.43156	1.17731	2.10592	0	0
UniRef90_A0A174SE48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23287	0	0	0.181409	0	0	0	0	0	3.08562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.97504	3.73492	0.841139	0.730034	9.12527	4.3586	6.96218	0	0
UniRef90_A0A174SE50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.90584	0	0	0	0	0	0	0	0	3.70641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.371	16.7429	6.35099	0.989605	25.0062	18.2456	31.9567	0	0
UniRef90_A0A174SEA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20113	0	0	0	0	0	0	0	0	3.60887	8.62224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.2954	10.2506	5.3803	1.28475	20.7516	13.7077	18.0506	0	0
UniRef90_A0A174SEH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.74038	0	0	0	0	0	0	0.91081	0	2.98124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.5995	28.6976	9.86072	5.30658	44.9937	19.4728	66.1595	0	0
UniRef90_A0A174SEI7	0	0	0	1.53574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.60491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2799	4.27985	0.862144	1.59145	9.04736	12.7585	8.27606	0	0
UniRef90_A0A174SES2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.50996	0	0	0.528413	0	0	0.671041	0	0	10.5608	4.51023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.4728	15.7033	6.97155	3.17134	18.642	17.6751	30.1578	0	0
UniRef90_A0A174SF43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.499802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75715	2.76309	0	0	1.75246	1.51571	0	0	0
UniRef90_A0A174SF69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.3957	0	0	0	0	0	14.9837	0	0	9.37892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.1754	19.2807	13.3593	7.60566	31.8399	31.5623	47.7188	0	0
UniRef90_A0A174SF75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0324	0	0	0	0	0	0	0	0	7.22179	2.99836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.673	15.8121	10.7243	0	43.7181	31.7556	56.8545	0	0
UniRef90_A0A174SFA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8648	0	0	0	0	0	0	0	0	7.98683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.271	11.1869	6.42567	3.46798	32.2682	21.8946	37.3572	0	0
UniRef90_A0A174SFZ8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4138	0	0	0	0	0	0	1.11167	0	4.05308	3.98042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.763	16.7094	7.21162	2.0823	22.7348	27.7849	41.9923	0	0
UniRef90_A0A174SG17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.27457	0	0	0.613131	0	0	1.32319	0.93234	0	5.15661	2.47271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.2452	13.7351	4.82631	1.39926	19.2273	17.9695	24.7359	0	0
UniRef90_A0A174SG99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.33395	0	0	0	0	0	1.52047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4484	10.7349	5.42844	2.07735	14.9406	21.4026	11.0393	0	0
UniRef90_A0A174SGK6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.825801	1.03562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41199	2.21842	0.588714	0	2.18894	0.979449	2.67532	0	0
UniRef90_A0A174SGN9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98875	0	0	0	0	0	0	0	0	7.91237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.4956	8.52181	4.55118	1.2412	13.0281	10.207	20.4103	0	0
UniRef90_A0A174SH33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9575	0	0	0	0	0	1.11699	0	0	7.41168	5.96477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.7796	16.2561	7.80411	4.14464	16.8948	11.9612	29.7278	0	0
UniRef90_A0A174SH74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7454	3.35074	1.30199	0.966631	9.40325	5.68597	9.5217	0	0
UniRef90_A0A174SHB9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.71753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.8463	21.5596	8.92008	4.96693	29.3482	24.3771	41.0435	0	0
UniRef90_A0A174SHH0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4118	0	0	0	0	0	0.957068	0.891431	0	18.7398	6.09421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.2216	14.8082	4.57706	5.94237	30.3391	13.1809	39.7128	0	0
UniRef90_A0A174SHM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76354	0	0	0	0	0	0	0	0	0.94708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.9129	5.30626	1.95417	0.606885	8.34755	5.53592	8.72739	0	0
UniRef90_A0A174SHN8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06738	0	0	0	0	0	0.355891	0	0	2.32187	0.896944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38158	0.873634	1.47823	0.970921	2.05163	4.37354	2.86641	0	0
UniRef90_A0A174SHZ5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.72881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.9298	1.75833	0	0	0.238426	5.87231	6.95383	0	0
UniRef90_A0A174SI25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.72989	0	0	0	0	0	0	0	0	9.25131	0.61013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.9917	12.0365	6.5172	3.05128	15.7946	7.37022	22.4269	0	0
UniRef90_A0A174SI69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37154	0	0	0	0	0	0	0	0	1.80444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51273	0.943495	2.13407	0	1.17379	0	2.81806	0	0
UniRef90_A0A174SJ80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.8544	0	0	0	0	0	0.19729	0	0	4.51109	1.76386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.8556	20.1961	15.4317	7.83527	52.6503	32.0592	59.4865	0	0
UniRef90_A0A174SJA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.616889	0	0	0	0	0	0	0	0	0	2.76164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15898	0	0	0	0	1.79449	1.85435	0	0
UniRef90_A0A174SJM8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.6686	0	0	0	0	0	0	0.55128	0	18.3666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.4663	24.2136	9.97565	6.47269	40.1573	23.275	59.2243	0	0
UniRef90_A0A174SK52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3589	0	0	0	0	0	0	0	0	10.9967	3.74893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.67	16.3695	6.45014	2.9018	12.9069	24.4182	15.9444	0	0
UniRef90_A0A174SK86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.97874	0	0	0	0	0	0.154578	0.487178	0	7.50989	1.09315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.5729	23.8334	6.01125	2.75263	25.742	21.4617	38.7594	0	0
UniRef90_A0A174SKG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5611	0	0	0	0	0	0	0	0	7.61873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.1306	17.934	0.622437	5.76353	14.5838	35.9702	23.7076	0	0
UniRef90_A0A174SLJ8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.8444	0	0	0	0	0	0	8.37945	0	82.2823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474.749	130.562	49.7198	44.6782	220.647	135.255	267.857	0	0
UniRef90_A0A174SLM8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.7213	0	0	0	0	0	0	0	0	35.5087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540.23	219.482	61.2994	8.13675	326.038	106.078	402.359	0	0
UniRef90_A0A174SLT0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.28916	0	0	0	0	0	0	0	0	5.23457	2.0333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.0024	23.5468	5.30861	3.36102	28.6009	20.7189	45.1263	0	0
UniRef90_A0A174SN70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1048	3.34283	2.48223	1.12311	5.02128	9.29788	5.6307	0	0
UniRef90_A0A174SP47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76316	0	0	0	0	0	0	0	0	2.62375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2322	4.11451	2.72725	1.77281	6.2549	3.67467	8.08582	0	0
UniRef90_A0A174SP87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.342716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667147	0	0	0	5.28827	0.717795	1.9525	0	0
UniRef90_A0A174SPR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6666	0	0	0	0	0	0	0	0	12.0458	5.67256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.0684	22.4668	13.2556	5.19756	41.89	28.0814	54.1454	0	0
UniRef90_A0A174SPU2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.745311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.526694	0	0	0	0.658207	0	0	0	0
UniRef90_A0A174SPX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7563	0	0	0.810295	0	0	0	0	0	0	3.08654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08864	7.31783	0	0	8.40083	4.79598	18.6454	0	0
UniRef90_A0A174SPY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.69806	0	0	0	0	0	0	1.02188	0	1.6724	1.27979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.2961	20.0212	18.0355	3.84048	55.0143	35.1285	45.0887	0	0
UniRef90_A0A174SQ50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6937	0	0	0.362819	0	0	3.09905	0	0	4.84974	2.21593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.7495	9.07182	9.83158	3.30908	19.0119	8.1192	26.4155	0	0
UniRef90_A0A174SQI3	0	0	0	10.2192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3054	0	0	0	0	0	0	2.3732	0	0	0.771636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.318	44.7713	11.3938	8.87646	65.4864	53.1315	107.914	0	0
UniRef90_A0A174SQN8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.6821	0.920538	0	0	1.57072	2.62829	1.83644	0	0
UniRef90_A0A174SQS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.7265	0	0	0	0	0	1.03812	0.88862	0	4.12025	2.65401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.8827	24.4203	11.5619	3.95192	48.18	29.4528	58.5722	0	0
UniRef90_A0A174SQU8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66229	0	0	0	0	0	0	0	0	2.60753	0.718091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.7266	5.76178	2.92457	1.51563	8.68043	7.99625	13.3626	0	0
UniRef90_A0A174SR12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.67451	0	0	0	0	0	0.646962	0.985833	0	5.27717	3.13983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.924	12.3044	7.14218	2.7273	23.9888	16.509	35.5213	0	0
UniRef90_A0A174SRB6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.82281	0	0	0	0	0	4.9885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.8147	21.8614	9.43556	1.69187	9.60287	6.09882	20.4286	0	0
UniRef90_A0A174SRE7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.771593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.944222	0	5.60194	0	1.4171	4.45423	1.00899	0	0
UniRef90_A0A174SRI9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9436	0	0	0	0	0	1.42801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.2587	0.921031	6.00208	0	11.9246	3.58898	2.64908	0	0
UniRef90_A0A174SRQ3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9102	0	0	0	0	0	1.1994	1.55533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.2112	7.11709	2.63396	1.59523	15.6282	8.27446	14.8583	0	0
UniRef90_A0A174SRV9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98959	0	0	0	0	0	0.680927	0	0	2.68157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1138	4.36586	1.81832	0.767179	7.70503	2.93733	8.49129	0	0
UniRef90_A0A174SS21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27899	0	0	0	0	0	0.998608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.80836	3.19032	0	3.88371	5.17958	3.00017	7.73695	0	0
UniRef90_A0A174SS27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82727	1.68188	0.97425	0	1.99033	0.780212	2.7686	0	0
UniRef90_A0A174SSA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.60507	0	0	0	0	0	0.188295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.0193	5.52043	1.3685	1.25818	8.83644	3.10024	10.4155	0	0
UniRef90_A0A174SSC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.59852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51631	10.3155	1.3181	0	0	2.41039	0	0	0
