Phylum	O1_E_1cm	O1_E_5cm	O1_K_1	O1_LI_10cm	O1_LI_19cm	O1_LI_1cm	O1_LI_28cm	O1_LI_37cm	O1_LI_46cm	O1_LI_55cm	O1_S_1	O1_S_3	O1_SI_161cm	O1_SI_1cm	O1_SI_201cm	O1_SI_41cm	O1_SI_81cm	O1_Tg_F_Th	O2_E_1cm	O2_E_5cm	O2_K_1	O2_LI_10cm	O2_LI_19cm	O2_LI_1cm	O2_LI_28cm	O2_LI_37cm	O2_LI_46cm	O2_LI_55cm	O2_S_1	O2_S_3	O2_SI_121cm	O2_SI_145cm	O2_SI_49cm	O2_Tg_TR	Y1_E_1cm	Y1_E_5cm	Y1_K_1	Y1_LI_10cm	Y1_LI_19cm	Y1_LI_1cm	Y1_LI_28cm	Y1_LI_37cm	Y1_LI_46cm	Y1_LI_55cm	Y1_S_1	Y1_S_3	Y1_SI_113cm	Y1_SI_137cm	Y1_SI_29cm	Y1_SI_85cm	Y1_Th_TG_f	Y2_E_1cm	Y2_E_5cm	Y2_K_1	Y2_LI_10cm	Y2_LI_19cm	Y2_LI_1cm	Y2_LI_28cm	Y2_LI_37cm	Y2_LI_46cm	Y2_LI_55cm	Y2_S_1	Y2_S_3	Y2_SI_113cm	Y2_SI_141cm	Y2_SI_169cm	Y2_SI_1cm	Y2_SI_29cm	Y2_SI_57cm	Y2_Tg_TR
Desulfobacterota	0	0	0	0	0	0	0	0	0	0	0.000766744	0	0	0	0	0	0	0.001665827	0	0	0	0	0	0	0	0	0	0	0.000896894	0.001555966	0	0	0	0.002976586	0	0	0	0	0	0	0	0	0	0	0.000258908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfobacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.05E-06	5.02E-06	9.85E-06	2.89E-06	7.25E-06	1.20E-05	1.76E-05	0	0	0	0	0	0	0	0	0	1.36E-05	0	0	0	5.32E-06	3.60E-06	0	0	0	0	0	0	0	0	0	0	0	2.91E-06	4.47E-06	0	5.67E-06	4.72E-06	7.73E-06	8.67E-06	0	0	0	0	0	0	0	0	0
Desulfobacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26E-05	1.84E-05	4.33E-05	2.11E-05	3.92E-05	9.89E-05	0.000145864	0	0	0	0	0	0	0	0	0	1.60E-05	0	0	0	0	1.02E-05	9.99E-06	0	0	0	0	0	0	0	0	0	0	1.57E-05	2.17E-05	0	2.16E-05	4.68E-05	2.71E-05	2.61E-05	0	0	0	0	0	0	0	0	0
Desulfobacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69E-05	2.93E-05	5.05E-05	2.48E-05	4.97E-05	9.94E-05	0.000154692	0	0	0	0	0	0	0	0	0	6.23E-05	4.72E-05	0	5.69E-05	5.18E-05	5.76E-05	5.70E-05	0	0	0	0	0	0	0	0	0	0	1.66E-05	2.65E-05	0	2.66E-05	8.03E-05	2.84E-05	3.09E-05	0	0	0	0	0	0	0	0	0
Desulfobacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000325894	0	0	0	0	5.39E-06	9.34E-06	4.83E-06	6.17E-06	0	0	0.000541219	0.026508847	0	0	0	0.008634933	0	0	0	0	0	0	0	0	0	0	0.004163832	0.000237813	0	0	0	0	0	0.005572037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfobacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.44E-05	0	0	0	0	0	0	0	0	0	0	0.000452446	0.001540407	0	0	0	0.001967084	0	0	0	0	0	0	0	0	0	0	0.000479459	0.001377167	0	0	0	0	0	0.003962638	0	0	0	0	0	0	0	0	0	5.92E-05	6.80E-05	0	0	0	0	0	0	0
Desulfobacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45E-05	1.24E-05	2.50E-05	1.45E-05	2.34E-05	4.18E-05	6.10E-05	0	0.000449759	0	0	0	0.000109606	0	0	0	0	0	0	0	0	6.52E-06	0	0	0	0	0	0	0	0	0	0	0	0	1.20E-05	0	9.93E-06	1.13E-05	1.75E-05	1.29E-05	0	0	0	0	0	0	0	0	0
Desulfobacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98E-05	4.96E-05	0	4.53E-05	5.08E-05	5.77E-05	7.62E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfobacterota	0	0	0.004967734	3.76E-05	2.99E-05	0.000114156	3.88E-05	1.54E-05	3.37E-05	4.09E-05	0	0	0	0	0	0	0	0	0	0	0.008036005	0.002080168	0.001898664	0.002684568	0.00143528	0.002639754	0.006313999	0.008831372	0	0	0.001486357	0.003020317	0.003178372	0	0	0	0.004935136	0.001000826	0.000537276	2.12E-05	0.000505597	0.00049509	0.000609494	0.000703385	0	0	0	0	0	0	0	0	0	0.009349389	0.001142945	0.00156512	0.000732436	0.001765923	0.002068425	0.001809309	0.001856727	0	0	0	0	0.000370586	0	0	0	0
Desulfobacterota	0	0	0	4.36E-06	3.64E-06	4.52E-06	4.81E-06	0	2.82E-06	0	0	0	0	0	0	0	0	0	0	0	0	5.25E-05	5.17E-05	9.90E-05	4.22E-05	9.41E-05	5.40E-05	5.64E-05	0	0	0	0	0	0	0	0	0	7.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07E-05	2.88E-05	0	2.69E-05	1.86E-05	3.10E-05	2.93E-05	0	0	0	0	0	0	0	0	0
Desulfobacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53E-05	2.43E-05	3.06E-05	0	2.44E-05	0	1.63E-05	0	0	0	0	0	0	0	0	0
Elusimicrobiota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.29E-05	4.54E-05	0	0	0	0	0	0	0	0	0	0.0015073	0.000677752	0	0.00069585	0.000545228	0.000481834	0.000433181	0	0	0	0	0	0	0	0	0	0	8.05E-05	0.000146907	0	0.00012281	0.000191312	0.00013457	8.37E-05	0	0	0	0	0	0	0	0	0
Elusimicrobiota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.72E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elusimicrobiota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109949	0	0.000129566	8.84E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elusimicrobiota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000709191	0.000865098	0.001457585	0.001043129	0.001492511	0.000540044	0.000197453	0	0	0	0	0	0	0	0	0	0.002112787	0.002912406	0.00026561	0.003058612	0.002473616	0.002150196	0.001779495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elusimicrobiota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72E-05	4.24E-05	2.51E-05	4.35E-05	6.73E-05	6.43E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219614	0	0.000110343	0.000158217	0.000160636	0.000115349	0	0	0	0	0	0	0	0	0
Eremiobacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35E-05	3.86E-05	5.53E-05	0	0	0	0	0	0	0	0	0	6.57E-05	0.000105509	0	0.00015948	0.000121933	0.000133376	8.35E-05	0	0	0	0	0	0	0	0	0	0	0.00011673	0.000151656	0	0.000185334	0.000275153	0.000212022	0.0002358	0	0	0	0	0	0	0	0	0
Eremiobacterota	0	0	0.002696958	3.58E-05	1.01E-05	3.56E-05	1.11E-05	0	9.08E-06	1.44E-05	0	0	0.000857918	0.00157578	0.001097418	0	0	0	0	0	0.001363213	0.000224894	0.000328178	0.00038298	0.000281596	0.000493183	0.001395617	0.001990194	0	0	0	0.005075694	0.000642094	0.000309263	0.010107807	0	0	0.004455189	0.004850634	7.27E-05	0.007001131	0.00580837	0.005147225	0.002875292	0	0	0	0	0.006628357	0	0	0.005671874	0	0.001670427	0.004511316	0.006666394	0.000510817	0.007929032	0.01070041	0.007161288	0.008014463	0	0	0.000381672	0	0.001416244	0.001016104	0.000536247	0.00056318	0
Fibrobacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.34E-06	1.77E-05	2.21E-05	1.43E-05	2.14E-05	0.000115294	0.000104594	0	0	0	0	0	0	0	0	0	5.58E-05	5.22E-05	0	4.59E-05	3.42E-05	3.13E-05	1.16E-05	0	0	0	0	0	0	0	0	0	0	0	3.18E-05	0	0	0	2.03E-05	0	0	0	0	0	0	0	0	0	0
Fibrobacterota	0	0	0	5.61E-06	5.82E-06	4.13E-06	9.99E-06	9.86E-06	8.14E-06	4.80E-06	0	0	0	0	0	0	0	0	0	0	0	0	1.11E-05	1.40E-05	7.83E-06	1.54E-05	3.06E-05	1.39E-05	0	0	0	0	0	0	0	0	0	3.67E-05	2.25E-05	0	2.52E-05	1.95E-05	3.27E-05	2.31E-05	0	0	0	0	0	0	0	0	0	0	9.95E-05	0.000173183	1.04E-05	8.89E-05	0.000133055	0.000126246	9.35E-05	0	0	0	0	0	0	0	0	0
Fibrobacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48E-05	1.23E-05	0	0	0	0	0	0	0	0	0	0	3.75E-05	5.47E-05	0	3.52E-05	4.07E-05	3.97E-05	3.04E-05	0	0	0	0	0	0	0	0	0
Fibrobacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88E-05	2.39E-05	0	2.38E-05	2.12E-05	1.91E-05	2.02E-05	0	0	0	0	0	0	0	0	0	0	2.23E-05	3.17E-05	0	1.87E-05	2.71E-05	2.23E-05	1.53E-05	0	0	0	0	0	0	0	0	0
Fibrobacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.99E-06	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013145283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.18E-05	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002203307	0	0	0	0	0	0	0	0	0	0	0	0	9.42E-05	0	0	0	0	0.003237065	0	0	3.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97E-06	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005210213	0	0	0	0	0	0	0	0	0	0	0	0.000134302	0.00014208	0	0	0	0.005588735	0.005389703	0	0	3.79E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.96E-06	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000216524	0	0	0.000557085	0	0.042430156	0	0	0	0	0	0	0	0	0	0	0	0.00110432	0.000870903	0	0	0	0.059087542	0.039230885	0	0	3.46E-05	1.28E-06	0	0	0	0	0	0	0	0	0.018102293	0	0	0.016354049	0	0	0	0	0	6.30E-05	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0.000687238	0.000444758	0.001349185	0.000476031	0.000350275	0.000366487	0.000471001	0	0	0	0	0	0	0	0	0	0	0.007136498	0.002491243	0.007982671	0.001510484	0.001599127	0.002409349	0.001433281	0.002395374	0	0	0	0	0.006529341	0	0	0	0	0.000267373	0.000673943	0.003082532	0.001021752	0.000945571	0.000772059	0.000385523	0	0	0	0.00531345	0	0	0	0	0	0	0.000299216	0.000268046	0.000527011	0.000929562	0.000600349	0.000601077	0.000748923	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0.000405785	0.000264683	0.000632864	0.000291775	0.000197614	0.000184454	0.000229457	0	0	0	0	0	0	0	0	0	0	0	0.001716908	0.00506576	0.001059775	0.000982163	0.001539375	0.000930512	0.0015358	0	0	0	0	0	0	0	0	0	0	0.00037836	0.001931002	0.000566383	0.000423406	0.000499682	0	0	0	0	0.002881168	0	0	0	0	0	0	0.000122857	0.000151233	0.000226935	0.000524821	0.000298308	0.000230266	0.000421133	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0.000113551	9.69E-05	0.000178646	9.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000373975	0.001499305	0.000232531	0.000281936	0.000388286	0.000279433	0.000449385	0	0	0	0	0	0	0	0	0	0	0	0.000403058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000413956	0	0	0.000277212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0.000281689	0.000232441	0.000147465	0.000224021	0.000391633	0.000337507	0.00035668	0	0	0	0	0	0	0	0	0	0	0	0.001751845	0.001115612	0.001576766	0.001767167	0.00155029	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000318985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000991749	0.000569098	0.001241101	0.000563933	0.00023417	0.000504032	0.000493303	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0	0	0	0	0	0.000995953	0	0	0	0	0	0	0.000954086	0	0	0	0	0	0	0	0	0	0	0	0.001504255	0	0	0	0.002899246	0	0	0	0	0	0	0	0	0	0	0.001950135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0	7.60E-05	0.000932018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0.002322983	0.001649043	0.001466773	0.001670976	0.001701809	0.001437074	0.001969012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108035	0	0.00023067	0.000148073	8.41E-05	8.50E-05	0.000104924	0	0	0	0.001766175	0	0	0	0	0
Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55E-05	2.18E-05	0	2.75E-05	3.90E-05	4.66E-05	0	0	0	0	0	0	0	0	0	6.30E-05	6.64E-05	0	7.05E-05	5.72E-05	7.07E-05	9.17E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28E-05	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62E-05	0	1.46E-05	1.32E-05	1.84E-05	2.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.06E-05	7.92E-05	2.28E-05	1.86E-05	2.30E-05	0	1.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	2.70E-05	1.10E-05	6.55E-05	1.32E-05	0	0	9.86E-06	0.014359457	0.038548343	0	0	0	0	0	0.008343075	0	0	0	3.61E-05	2.47E-05	2.37E-05	1.93E-05	3.44E-05	2.51E-05	3.48E-05	0.003241676	0.001880667	0.010651391	0.00255573	0.003386743	0.005655441	0	0	0	0	0	0	0	0	0	0	0.023996438	0.003201588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000409738	0.000325427	0	0	0	0	0	0	0
Firmicutes	0	0	0	0.001566803	0.001029473	0.002728708	0.001418552	0.000977096	0.001019376	0.001239614	0	0	0.001388258	0	0.001635615	0.001774648	0	0	0	0	0	0.000559636	0.000628152	0.000322827	0.000301663	0.000373551	0.000259729	0.000278273	0	0	0	0	0	0	0	0	0	3.82E-05	6.55E-05	0.000127485	6.01E-05	6.86E-05	8.23E-05	9.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	5.22E-05	5.29E-05	5.18E-05	0	4.74E-05	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0	0	0	0	0	0.006747108	0	0	0	0	0	0	0.005252857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020802	0	0	0	0	0	0	0
Firmicutes	0	0	0	1.05E-06	1.36E-06	0	1.44E-06	0	8.56E-07	1.91E-06	0	0	0	0	0	0	0	0	0	0	0	0	6.41E-06	5.37E-06	3.49E-06	4.41E-07	2.84E-06	1.05E-05	0	0	0	0	0	0	0	0	0	0	1.51E-05	1.35E-05	0	1.73E-05	1.56E-05	0	0	0	0	0	0	0	0	0	0	0	4.23E-06	2.25E-05	0	3.30E-05	3.11E-05	2.44E-05	2.90E-05	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	1.28E-05	1.11E-05	2.68E-05	1.53E-05	0	1.19E-05	1.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	4.73E-06	1.01E-05	0	7.04E-06	8.45E-06	1.26E-05	0	0	0	0	0	0	0	0	0	1.14E-05	1.12E-05	0	9.06E-06	1.03E-05	7.41E-06	8.32E-06	0	0	0	0	0	0	0	0	0	0	1.34E-05	1.32E-05	0	1.74E-05	0	1.15E-05	2.14E-05	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0.004136554	0.004218911	0.008377787	0.003789016	0.00340661	0.002975555	0.003247507	0	0	0.005400286	0	0.005087515	0.004780844	0.005352078	0	0	0	0	0.000627958	0.001105573	0.000181801	0.000355458	0.000504799	0.00017721	0.000274231	0	0	0	0	0	0	0	0	0	0.000173544	0.000451396	0.001359967	0.000351383	0.000268856	0.000430326	0.000193211	0	0	0	0.003049364	0	0	0	0	0	0	0.000450928	0.000483957	0.000922017	0.001709742	0.00094681	0.00059094	0.000695701	0	0	0	0.002187515	0	0	0.005908717	0.00143383	0
Firmicutes	0	0	0	0.002414456	0.00256346	0.003248504	0.002470301	0.002437561	0.002617748	0.002331125	0	0	0.002577885	0	0.002800229	0.002825935	0.002759418	0	0	0	0	0.00146034	0.00245617	0.000549655	0.000923961	0.001215015	0.00054102	0.000639654	0	0	0	0	0	0	0	0	0	0.00022843	0.000287204	0.000873658	0.000380712	0.000242256	0.000290092	0.000229478	0	0	0	0.001978222	0	0	0	0	0	0	0.0003833	0.000368087	0.001139233	0.001216449	0.000496589	0.00047826	0.000511419	0	0	0.002855792	0.001189098	0	0.006855811	0	0	0
Firmicutes	0	0	0	8.24E-05	8.05E-05	0.000183145	7.31E-05	6.60E-05	6.54E-05	8.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0.00024277	0.000258249	0.000286905	0.000336036	0.000276726	0.000300136	0.000227913	0	0	0	0	0	0	0	0	0	0	0.001520144	0.000792321	0.001885922	0.0003235	0.000442543	0.00067945	0.000435351	0.000571133	0	0	0	0	0	0	0	0	0	0.000113866	0.000217349	0.000657584	0.000242265	0.000151655	0.000232459	0.000108473	0	0	0	0.001008636	0	0	0	0	0	0	0.000325375	0.000339874	0.000524561	0.001144212	0.000534316	0.000347976	0.000441375	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0.000269049	0.00033878	0.000427443	0.000323478	0.000400637	0.000394146	0.000331686	0	0	0	0	0	0	0	0	0	0	0	0.000123541	0.000170897	5.73E-05	5.90E-05	8.13E-05	4.02E-05	3.02E-05	0	0	0	0	0	0	0	0	0	6.29E-05	6.97E-05	0.00027001	6.62E-05	4.03E-05	8.31E-05	6.83E-05	0	0	0	0	0	0	0	0	0	0	9.33E-05	4.10E-05	0.000239661	0.000132267	7.04E-05	7.37E-05	0.00010357	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	2.67E-05	0	6.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.36E-05	4.94E-05	7.42E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000114346	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0.000118256	0.000109423	6.92E-05	0.000116541	0.000101283	0.000120583	0.000106711	0	0	0	0	0	0	0	0	0	0	0	0.000140422	0.000428954	6.29E-05	0.00013159	0.000135025	5.29E-05	4.21E-05	0	0	0	0	0	0	0	0	0	0	2.72E-05	6.31E-05	0	0	0	2.12E-05	0	0	0	0.000261683	0	0	0	0	0	0	0	4.31E-05	0	0.00012281	6.54E-05	4.93E-05	4.81E-05	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	1.28E-05	1.18E-05	9.08E-06	1.24E-05	8.75E-06	1.39E-05	1.08E-05	0	0	0	0	0	0	0	0	0	0	0	0	8.17E-06	0	0	8.03E-06	8.75E-06	1.37E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0	3.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20E-05	0	0	0	0	0	0	0	0	0	4.17E-05	1.07E-05	0	8.82E-06	1.02E-05	1.18E-05	1.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.53E-06	0	0	7.32E-06	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0.006785331	0.00247759	0.002472286	0.002167673	0.003801721	0.001674211	0.002567497	0.002816536	0	0	0.003782238	0	0.002304906	0.003873283	0.002862666	0	0	0	0.005442402	0.006842501	0.005397594	0.010465647	0.003673721	0.005690516	0.004341663	0.005294754	0	0	0.006994686	0.004292177	0.005813072	0	0	0	0	0.000167027	0.000119812	0	0.000133938	0.000145562	0.00018266	0.000267197	0	0	0	0	0	0	0	0	0	0.006102686	0.000993965	0.000667495	0.000958968	0.001392394	0.00130231	0.001264568	0.001867656	0	0	0.001477588	0.001207261	0	0.003689479	0	0.001288531	0
Firmicutes	0	0	0	0	0	0	0	0	0	0	0.00045709	0	0	0	0	0	0	0.00028681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00036517	0	0	0	0	0	0	0	0	0	0	0.000217785	0.001245445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001166654	0.001206387	0	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000380245	0	0	0	0	0	0	0	0	0	0	0.000207622	0.002028512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001282442	0.001228822	0	0	0	0	0	0.000365643	0
Firmicutes	0	0	0	0	0	0	0	0	0	0	0.001574497	0	0	0	0	0	0	0.000765667	0	0	0	0	0	0	0	0	0	0	0.002111867	0.001017468	0.003453175	0	0	0.001563489	0	0	0	0	0	0	0	0	0	0	0.001529746	0.006236605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000762826	0.00093719	0	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000657132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0	0	0	0	0	0.001184264	0	0	0	0	0	0	0.001236213	0	0	0	0	0	0	0	0	0	0	0.002392034	0.000832877	0.002650947	0	0	0.002309048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004268759	0.004096556	0	0	0	0	0	0.001667272	0.033932584
Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000437331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000874895	0.001057042	0	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0	0	0	0	0	0.000848542	0	0	0	0	0	0	0.000690153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000727148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002656516	0.002343901	0	0	0	0	0	0	0.014296799
Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.06E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95E-05	0	0	8.27E-06	0	0	0	0	0	0	0	0	0
Firmicutes	0	0	0	0.000211053	0.000270798	0.000135517	0.000317064	0.000545419	0.00018278	0.000236284	0.000491242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08E-05	7.80E-05	4.68E-05	4.01E-05	6.49E-05	3.37E-05	0	0.000169234	0	0.000120775	0	0	0	0	0	0	3.39E-05	3.90E-05	2.62E-05	5.43E-05	7.72E-05	2.02E-05	3.02E-05	7.10E-05	4.10E-05	0	0	0	0	0	0	0
